Row ID;Order ID;Order Date;Ship Date;Delivery Duration;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Discount Value;Profit;COGS
2506;CA-2014-143917;25/07/2014;27/07/2014;2;Second Class;KL-16645;Ken Lonsdale;Consumer;United States;San Francisco;California;94122;West;OFF-SU-10000151;Office Supplies;Supplies;High Speed Automatic Electric Letter Opener;8187,65;5;0;0;327,506;-7860,144
166;CA-2014-139892;8/09/2014;12/09/2014;4;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;78207;Central;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;8159,952;8;0,4;-3263,9808;-1359,992;-6255,9632
684;US-2017-168116;4/11/2017;4/11/2017;0;Same Day;GT-14635;Grant Thornton;Corporate;United States;Burlington;North Carolina;27217;South;TEC-MA-10004125;Technology;Machines;Cubify CubeX 3D Printer Triple Head Print;7999,98;4;0,5;-3999,99;-3839,9904;-7839,9804
6627;CA-2014-145541;14/12/2014;21/12/2014;7;Standard Class;TB-21400;Tom Boeckenhauer;Consumer;United States;New York City;New York;10024;East;TEC-MA-10001127;Technology;Machines;"HP Designjet T520 Inkjet Large Format Printer - 24"" Color";6999,96;4;0;0;2239,9872;-4759,9728
510;CA-2015-145352;16/03/2015;22/03/2015;6;Standard Class;CM-12385;Christopher Martinez;Consumer;United States;Atlanta;Georgia;30318;South;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;6354,95;5;0;0;3177,475;-3177,475
6521;CA-2017-138289;16/01/2017;18/01/2017;2;Second Class;AR-10540;Andy Reiter;Consumer;United States;Jackson;Michigan;49201;Central;OFF-BI-10004995;Office Supplies;Binders;GBC DocuBind P400 Electric Binding System;5443,96;4;0;0;2504,2216;-2939,7384
7667;US-2016-140158;4/10/2016;8/10/2016;4;Standard Class;DR-12940;Daniel Raglin;Home Office;United States;Providence;Rhode Island;2908;East;TEC-CO-10001449;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;5399,91;9;0;0;2591,9568;-2807,9532
6341;CA-2017-143112;5/10/2017;9/10/2017;4;Standard Class;TS-21370;Todd Sumrall;Corporate;United States;New York City;New York;10035;East;TEC-MA-10001047;Technology;Machines;3D Systems Cube Printer, 2nd Generation, Magenta;5199,96;4;0;0;1351,9896;-3847,9704
8859;CA-2017-135909;13/10/2017;20/10/2017;7;Standard Class;JW-15220;Jane Waco;Corporate;United States;Sacramento;California;95823;West;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;5083,96;5;0,2;-1016,792;1906,485;-2160,683
5885;CA-2016-136301;13/03/2016;15/03/2016;2;Second Class;EH-13765;Edward Hooks;Corporate;United States;San Francisco;California;94109;West;OFF-SU-10000151;Office Supplies;Supplies;High Speed Automatic Electric Letter Opener;4912,59;3;0;0;196,5036;-4716,0864
8991;US-2015-128587;24/12/2015;30/12/2015;6;Standard Class;HM-14860;Harry Marie;Corporate;United States;Springfield;Missouri;65807;Central;TEC-CO-10003763;Technology;Copiers;Canon PC1060 Personal Laser Copier;4899,93;7;0;0;2302,9671;-2596,9629
1086;US-2016-143819;1/03/2016;5/03/2016;4;Standard Class;KD-16270;Karen Daniels;Consumer;United States;Yonkers;New York;10701;East;TEC-MA-10003979;Technology;Machines;Ativa V4110MDD Micro-Cut Shredder;4899,93;7;0;0;2400,9657;-2498,9643
4219;CA-2017-149881;1/04/2017;3/04/2017;2;First Class;NC-18535;Nick Crebassa;Corporate;United States;San Francisco;California;94110;West;TEC-MA-10000418;Technology;Machines;Cubify CubeX 3D Printer Double Head Print;4799,984;2;0,2;-959,9968;359,9988;-3479,9884
1804;CA-2017-158379;22/09/2017;26/09/2017;4;Second Class;JA-15970;Joseph Airdo;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-SU-10002881;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener;4663,736;7;0,2;-932,7472;-1049,3406;-4780,3294
8205;CA-2015-114811;8/11/2015;8/11/2015;0;Same Day;KD-16495;Keith Dawkins;Corporate;United States;New York City;New York;10024;East;TEC-MA-10000045;Technology;Machines;Zebra ZM400 Thermal Label Printer;4643,8;4;0;0;2229,024;-2414,776
2493;CA-2014-144624;19/11/2014;23/11/2014;4;Standard Class;JM-15865;John Murray;Consumer;United States;Jamestown;New York;14701;East;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;4548,81;7;0;0;1228,1787;-3320,6313
7819;CA-2016-138478;21/10/2016;26/10/2016;5;Second Class;DP-13390;Dennis Pardue;Home Office;United States;North Las Vegas;Nevada;89031;West;OFF-BI-10001120;Office Supplies;Binders;Ibico EPK-21 Electric Binding System;4535,976;3;0,2;-907,1952;1644,2913;-1984,4895
7773;CA-2016-108196;25/11/2016;2/12/2016;7;Standard Class;CS-12505;Cindy Stewart;Consumer;United States;Lancaster;Ohio;43130;East;TEC-MA-10000418;Technology;Machines;Cubify CubeX 3D Printer Double Head Print;4499,985;5;0,7;-3149,9895;-6599,978;-7949,9735
9166;CA-2016-100300;24/06/2016;26/06/2016;2;Second Class;MJ-17740;Max Jones;Consumer;United States;San Diego;California;92037;West;TEC-MA-10000984;Technology;Machines;Okidata MB760 Printer;4476,8;4;0,2;-895,36;503,64;-3077,8
7244;CA-2017-118892;17/08/2017;22/08/2017;5;Second Class;TP-21415;Tom Prescott;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;4416,174;9;0,3;-1324,8522;-630,882;-3722,2038
9742;CA-2015-117086;8/11/2015;12/11/2015;4;Standard Class;QJ-19255;Quincy Jones;Corporate;United States;Burlington;Vermont;5408;East;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;4404,9;5;0;0;1013,127;-3391,773
4298;CA-2017-129021;23/08/2017;26/08/2017;3;Second Class;PO-18850;Patrick O'Brill;Consumer;United States;Tallahassee;Florida;32303;South;TEC-PH-10001459;Technology;Phones;Samsung Galaxy Mega 6.3;4367,896;13;0,2;-873,5792;327,5922;-3166,7246
354;CA-2016-129714;1/09/2016;3/09/2016;2;First Class;AB-10060;Adam Bellavance;Home Office;United States;New York City;New York;10009;East;OFF-BI-10004995;Office Supplies;Binders;GBC DocuBind P400 Electric Binding System;4355,168;4;0,2;-871,0336;1415,4296;-2068,7048
9271;US-2017-102183;21/08/2017;28/08/2017;7;Standard Class;PK-19075;Pete Kriz;Consumer;United States;New York City;New York;10035;East;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;4305,552;6;0,2;-861,1104;1453,1238;-1991,3178
9640;CA-2015-116638;28/01/2015;31/01/2015;3;Second Class;JH-15985;Joseph Holt;Consumer;United States;Concord;North Carolina;28027;South;FUR-TA-10000198;Furniture;Tables;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;4297,644;13;0,4;-1719,0576;-1862,3124;-4440,8988
5918;US-2015-126977;17/09/2015;23/09/2015;6;Standard Class;PF-19120;Peter Fuller;Consumer;United States;New York City;New York;10035;East;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;4228,704;6;0,2;-845,7408;158,5764;-3224,3868
3281;CA-2014-102988;5/04/2014;9/04/2014;4;Second Class;GM-14695;Greg Maxwell;Corporate;United States;Alexandria;Virginia;22304;South;OFF-SU-10002881;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener;4164,05;5;0;0;83,281;-4080,769
6621;US-2017-167402;13/01/2017;18/01/2017;5;Second Class;CP-12085;Cathy Prescott;Corporate;United States;Springfield;Missouri;65807;Central;OFF-SU-10002881;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener;4164,05;5;0;0;83,281;-4080,769
6015;CA-2016-159016;10/03/2016;11/03/2016;1;First Class;KF-16285;Karen Ferguson;Home Office;United States;Los Angeles;California;90008;West;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;4158,912;8;0,2;-831,7824;363,9048;-2963,2248
6536;CA-2014-128209;17/11/2014;22/11/2014;5;Standard Class;GT-14710;Greg Tran;Consumer;United States;Buffalo;New York;14215;East;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;4007,84;10;0,2;-801,568;-50,098;-3256,37
2183;CA-2016-128818;7/05/2016;11/05/2016;4;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;New York City;New York;10009;East;TEC-MA-10000488;Technology;Machines;Bady BDG101FRU Card Printer;3999,95;5;0;0;1159,9855;-2839,9645
319;CA-2014-164973;4/11/2014;9/11/2014;5;Standard Class;NM-18445;Nathan Mautz;Home Office;United States;New York City;New York;10024;East;TEC-MA-10002927;Technology;Machines;Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier;3991,98;2;0;0;1995,99;-1995,99
5199;CA-2016-103982;3/03/2016;8/03/2016;5;Standard Class;AA-10315;Alex Avila;Consumer;United States;Round Rock;Texas;78664;Central;OFF-SU-10000151;Office Supplies;Supplies;High Speed Automatic Electric Letter Opener;3930,072;3;0,2;-786,0144;-786,0144;-3930,072
7684;CA-2015-120782;28/04/2015;1/05/2015;3;First Class;SD-20485;Shirley Daniels;Home Office;United States;Midland;Michigan;48640;Central;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;3812,97;3;0;0;1906,485;-1906,485
9426;CA-2014-116246;12/09/2014;17/09/2014;5;Second Class;LW-17215;Luke Weiss;Consumer;United States;New York City;New York;10035;East;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;3785,292;6;0,1;-378,5292;420,588;-2986,1748
1247;CA-2014-168494;12/12/2014;14/12/2014;2;Second Class;NP-18700;Nora Preis;Consumer;United States;Fresno;California;93727;West;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;3610,848;12;0,2;-722,1696;135,4068;-2753,2716
5171;CA-2016-122903;27/05/2016;29/05/2016;2;Second Class;LA-16780;Laura Armstrong;Corporate;United States;Detroit;Michigan;48205;Central;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;3504,9;5;0;0;700,98;-2803,92
7584;CA-2014-163223;21/03/2014;25/03/2014;4;Standard Class;KH-16690;Kristen Hastings;Corporate;United States;Springfield;Virginia;22153;South;TEC-PH-10000730;Technology;Phones;Samsung Galaxy S4 Active;3499,93;7;0;0;909,9818;-2589,9482
9650;CA-2016-107104;26/11/2016;30/11/2016;4;Standard Class;MS-17365;Maribeth Schnelling;Consumer;United States;Los Angeles;California;90045;West;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;3406,664;8;0,15;-510,9996;160,3136;-2735,3508
7915;CA-2017-165323;17/06/2017;21/06/2017;4;Standard Class;SR-20740;Steven Roelle;Home Office;United States;New York City;New York;10024;East;TEC-MA-10003673;Technology;Machines;Hewlett-Packard Desktjet 6988DT Refurbished Printer;3404,5;5;0;0;1668,205;-1736,295
9858;CA-2015-164301;26/03/2015;30/03/2015;4;Standard Class;EB-13840;Ellis Ballard;Corporate;United States;Seattle;Washington;98103;West;FUR-TA-10001889;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;3393,68;8;0;0;610,8624;-2782,8176
3274;CA-2017-133865;8/05/2017;12/05/2017;4;Standard Class;PS-19045;Penelope Sewall;Home Office;United States;Los Angeles;California;90032;West;TEC-CO-10001046;Technology;Copiers;Canon Imageclass D680 Copier / Fax;3359,952;6;0,2;-671,9904;1049,985;-1637,9766
8101;CA-2016-169663;10/03/2016;13/03/2016;3;First Class;RH-19510;Rick Huthwaite;Home Office;United States;Los Angeles;California;90045;West;TEC-MA-10000984;Technology;Machines;Okidata MB760 Printer;3357,6;3;0,2;-671,52;377,73;-2308,35
252;CA-2016-145625;11/09/2016;17/09/2016;6;Standard Class;KC-16540;Kelly Collister;Consumer;United States;San Diego;California;92037;West;TEC-AC-10003832;Technology;Accessories;Logitech P710e Mobile Speakerphone;3347,37;13;0;0;636,0003;-2711,3697
6818;CA-2014-144414;17/06/2014;21/06/2014;4;Standard Class;GH-14425;Gary Hwang;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10004995;Office Supplies;Binders;GBC DocuBind P400 Electric Binding System;3266,376;3;0,2;-653,2752;1061,5722;-1551,5286
1645;CA-2015-111829;19/03/2015;20/03/2015;1;First Class;FH-14365;Fred Hopkins;Corporate;United States;Seattle;Washington;98115;West;TEC-CO-10001766;Technology;Copiers;Canon PC940 Copier;3149,93;7;0;0;1480,4671;-1669,4629
28;US-2015-150630;17/09/2015;21/09/2015;4;Standard Class;TB-21520;Tracy Blumstein;Consumer;United States;Philadelphia;Pennsylvania;19140;East;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;3083,43;7;0,5;-1541,715;-1665,0522;-3206,7672
4094;CA-2015-102491;24/08/2015;28/08/2015;4;Standard Class;KW-16435;Katrina Willman;Consumer;United States;Florence;Kentucky;41042;South;TEC-MA-10000864;Technology;Machines;Cisco 9971 IP Video Phone Charcoal;3080;7;0;0;1416,8;-1663,2
263;US-2014-106992;19/09/2014;21/09/2014;2;Second Class;SB-20290;Sean Braxton;Corporate;United States;Houston;Texas;77036;Central;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;3059,982;3;0,4;-1223,9928;-509,997;-2345,9862
978;CA-2017-159366;7/01/2017;10/01/2017;3;First Class;BW-11110;Bart Watters;Corporate;United States;Detroit;Michigan;48205;Central;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;3059,982;2;0,1;-305,9982;679,996;-2073,9878
8750;US-2015-163825;16/06/2015;19/06/2015;3;First Class;LC-16885;Lena Creighton;Consumer;United States;New York City;New York;10009;East;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;3050,376;3;0,2;-610,0752;1143,891;-1296,4098
1455;CA-2016-133711;26/11/2016;29/11/2016;3;First Class;MC-17425;Mark Cousins;Corporate;United States;Mobile;Alabama;36608;South;TEC-MA-10000010;Technology;Machines;Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer;3040;8;0;0;1459,2;-1580,8
9661;CA-2016-160717;6/06/2016;11/06/2016;5;Standard Class;ME-17320;Maria Etezadi;Home Office;United States;Santa Barbara;California;93101;West;TEC-PH-10001459;Technology;Phones;Samsung Galaxy Mega 6.3;3023,928;9;0,2;-604,7856;226,7946;-2192,3478
5563;CA-2017-133263;31/03/2017;2/04/2017;2;Second Class;JE-15610;Jim Epp;Corporate;United States;Atlanta;Georgia;30318;South;TEC-CO-10001449;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;2999,95;5;0;0;1439,976;-1559,974
516;CA-2017-127432;22/01/2017;27/01/2017;5;Standard Class;AD-10180;Alan Dominguez;Home Office;United States;Great Falls;Montana;59405;West;TEC-CO-10003236;Technology;Copiers;Canon Image Class D660 Copier;2999,95;5;0;0;1379,977;-1619,973
8103;CA-2015-149846;22/05/2015;26/05/2015;4;Standard Class;SB-20185;Sarah Brown;Consumer;United States;Los Angeles;California;90045;West;TEC-MA-10004002;Technology;Machines;Zebra GX420t Direct Thermal/Thermal Transfer Printer;2973,32;7;0,2;-594,664;334,4985;-2044,1575
8313;US-2017-105935;26/01/2017;31/01/2017;5;Standard Class;BD-11500;Bradley Drucker;Consumer;United States;Columbus;Georgia;31907;South;TEC-PH-10001459;Technology;Phones;Samsung Galaxy Mega 6.3;2939,93;7;0;0;764,3818;-2175,5482
3071;CA-2014-119375;17/11/2014;22/11/2014;5;Standard Class;YC-21895;Yoseph Carroll;Corporate;United States;Newark;Delaware;19711;East;OFF-ST-10002011;Office Supplies;Storage;Smead Adjustable Mobile File Trolley with Lockable Top;2934,33;7;0;0;792,2691;-2142,0609
6100;CA-2017-100111;20/09/2017;26/09/2017;6;Standard Class;SV-20365;Seth Vernon;Consumer;United States;New York City;New York;10035;East;FUR-CH-10004086;Furniture;Chairs;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;2888,127;11;0,1;-288,8127;609,7157;-1989,5986
6869;US-2016-126452;21/08/2016;28/08/2016;7;Standard Class;SC-20230;Scot Coram;Corporate;United States;Los Angeles;California;90004;West;FUR-TA-10003569;Furniture;Tables;Bretford CR8500 Series Meeting Room Furniture;2887,056;9;0,2;-577,4112;180,441;-2129,2038
4620;CA-2017-145219;24/12/2017;25/12/2017;1;First Class;RM-19675;Robert Marley;Home Office;United States;Los Angeles;California;90049;West;TEC-CO-10001449;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;2879,952;6;0,2;-575,9904;1007,9832;-1295,9784
1792;CA-2014-120474;1/12/2014;3/12/2014;2;First Class;RP-19390;Resi Pölking;Consumer;United States;Madison;Wisconsin;53711;Central;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;2807,84;8;0;0;673,8816;-2133,9584
8237;CA-2017-102204;1/05/2017;6/05/2017;5;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Jacksonville;Florida;32216;South;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;2803,92;5;0,2;-560,784;0;-2243,136
9413;CA-2015-164777;27/01/2015;29/01/2015;2;First Class;SC-20305;Sean Christensen;Consumer;United States;Los Angeles;California;90036;West;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;2803,92;5;0,2;-560,784;0;-2243,136
3056;US-2015-100377;28/08/2015;1/09/2015;4;Standard Class;TS-21370;Todd Sumrall;Corporate;United States;Chicago;Illinois;60623;Central;TEC-CO-10001046;Technology;Copiers;Canon Imageclass D680 Copier / Fax;2799,96;5;0,2;-559,992;874,9875;-1364,9805
3984;CA-2016-135265;7/07/2016;9/07/2016;2;Second Class;CC-12370;Christopher Conant;Consumer;United States;Los Angeles;California;90045;West;TEC-CO-10003763;Technology;Copiers;Canon PC1060 Personal Laser Copier;2799,96;5;0,2;-559,992;944,9865;-1294,9815
9930;CA-2016-129630;4/09/2016;4/09/2016;0;Same Day;IM-15055;Ionia McGrath;Consumer;United States;San Francisco;California;94122;West;TEC-CO-10003763;Technology;Copiers;Canon PC1060 Personal Laser Copier;2799,96;5;0,2;-559,992;944,9865;-1294,9815
5127;CA-2014-160766;14/09/2014;14/09/2014;0;Same Day;DM-13015;Darrin Martin;Consumer;United States;New York City;New York;10009;East;TEC-MA-10003979;Technology;Machines;Ativa V4110MDD Micro-Cut Shredder;2799,96;4;0;0;1371,9804;-1427,9796
5711;US-2015-160857;8/05/2015;15/05/2015;7;Standard Class;NW-18400;Natalie Webber;Consumer;United States;New York City;New York;10024;East;TEC-CO-10004115;Technology;Copiers;Sharp AL-1530CS Digital Copier;2799,944;7;0,2;-559,9888;1014,9797;-1224,9755
6210;CA-2017-119809;18/08/2017;25/08/2017;7;Standard Class;YS-21880;Yana Sorensen;Corporate;United States;Seattle;Washington;98103;West;OFF-BI-10003925;Office Supplies;Binders;Fellowes PB300 Plastic Comb Binding Machine;2793,528;9;0,2;-558,7056;942,8157;-1292,0067
488;CA-2014-154627;29/10/2014;31/10/2014;2;First Class;SA-20830;Sue Ann Reed;Consumer;United States;Chicago;Illinois;60610;Central;TEC-PH-10001363;Technology;Phones;Apple iPhone 5S;2735,952;6;0,2;-547,1904;341,994;-1846,7676
995;CA-2014-117639;21/05/2014;25/05/2014;4;Standard Class;MW-18235;Mitch Willingham;Corporate;United States;Virginia Beach;Virginia;23464;South;OFF-BI-10003925;Office Supplies;Binders;Fellowes PB300 Plastic Comb Binding Machine;2715,93;7;0;0;1276,4871;-1439,4429
2849;CA-2017-157854;8/04/2017;15/04/2017;7;Standard Class;DM-13345;Denise Monton;Corporate;United States;Roswell;Georgia;30076;South;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;2690,97;3;0;0;1264,7559;-1426,2141
8469;US-2016-164196;11/11/2016;17/11/2016;6;Standard Class;AS-10285;Alejandro Savely;Corporate;United States;Noblesville;Indiana;46060;Central;FUR-TA-10001950;Furniture;Tables;Balt Solid Wood Round Tables;2678,94;6;0;0;241,1046;-2437,8354
8893;CA-2015-111038;1/12/2015;6/12/2015;5;Standard Class;LC-16960;Lindsay Castell;Home Office;United States;San Diego;California;92037;West;FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;2676,672;9;0,2;-535,3344;267,6672;-1873,6704
2568;CA-2017-123967;1/11/2017;3/11/2017;2;Second Class;SF-20200;Sarah Foster;Consumer;United States;Bellingham;Washington;98226;West;FUR-TA-10003954;Furniture;Tables;Hon 94000 Series Round Tables;2665,62;9;0;0;239,9058;-2425,7142
7580;CA-2015-123113;23/11/2015;27/11/2015;4;Second Class;AT-10735;Annie Thurman;Consumer;United States;Morristown;New Jersey;7960;East;OFF-AP-10000275;Office Supplies;Appliances;Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black;2625,12;8;0;0;735,0336;-1890,0864
4129;CA-2014-127299;19/09/2014;24/09/2014;5;Standard Class;JL-15835;John Lee;Consumer;United States;Charlotte;North Carolina;28205;South;TEC-MA-10001127;Technology;Machines;"HP Designjet T520 Inkjet Large Format Printer - 24"" Color";2624,985;3;0,5;-1312,4925;-944,9946;-2257,4871
9057;CA-2015-160227;2/11/2015;4/11/2015;2;First Class;ED-13885;Emily Ducich;Home Office;United States;New York City;New York;10011;East;FUR-CH-10002073;Furniture;Chairs;Hon Olson Stacker Chairs;2621,322;11;0,1;-262,1322;553,3902;-1805,7996
3987;CA-2017-112333;8/04/2017;14/04/2017;6;Standard Class;KF-16285;Karen Ferguson;Home Office;United States;Plainfield;New Jersey;7060;East;OFF-ST-10001780;Office Supplies;Storage;Tennsco 16-Compartment Lockers with Coat Rack;2591,56;4;0;0;621,9744;-1969,5856
1806;US-2016-116729;25/12/2016;28/12/2016;3;First Class;GK-14620;Grace Kelly;Corporate;United States;Los Angeles;California;90049;West;TEC-PH-10002200;Technology;Phones;Samsung Galaxy Note 2;2575,944;7;0,2;-515,1888;257,5944;-1803,1608
7475;CA-2014-167199;6/01/2014;10/01/2014;4;Standard Class;ME-17320;Maria Etezadi;Home Office;United States;Henderson;Kentucky;42420;South;FUR-CH-10004063;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;2573,82;9;0;0;746,4078;-1827,4122
6885;CA-2015-120677;31/05/2015;4/06/2015;4;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Minneapolis;Minnesota;55407;Central;FUR-CH-10002320;Furniture;Chairs;Hon Pagoda Stacking Chairs;2567,84;8;0;0;770,352;-1797,488
8272;CA-2016-169670;25/12/2016;31/12/2016;6;Standard Class;JE-15715;Joe Elijah;Consumer;United States;New York City;New York;10009;East;FUR-CH-10002331;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;2563,056;8;0,1;-256,3056;313,2624;-1993,488
3012;CA-2017-134845;17/04/2017;23/04/2017;6;Standard Class;SR-20425;Sharelle Roach;Home Office;United States;Louisville;Colorado;80027;West;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;2549,985;5;0,7;-1784,9895;-3399,98;-4164,9755
6011;CA-2015-135580;30/12/2015;3/01/2016;4;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Los Angeles;California;90049;West;TEC-MA-10004002;Technology;Machines;Zebra GX420t Direct Thermal/Thermal Transfer Printer;2548,56;6;0,2;-509,712;286,713;-1752,135
7281;CA-2015-162782;21/02/2015;27/02/2015;6;Standard Class;PW-19240;Pierre Wener;Consumer;United States;Columbia;Maryland;21044;East;OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;2541,98;2;0;0;1270,99;-1270,99
264;US-2014-106992;19/09/2014;21/09/2014;2;Second Class;SB-20290;Sean Braxton;Corporate;United States;Houston;Texas;77036;Central;TEC-MA-10003353;Technology;Machines;Xerox WorkCentre 6505DN Laser Multifunction Printer;2519,958;7;0,4;-1007,9832;-251,9958;-1763,9706
